,compound,Bravais_lattice_relax,spacegroup_relax,volume_cell,density,geometry,enthalpy_formation_cell,natoms,energy_atom,eentropy_atom,scintillation_attenuation_length,valence_cell_std,bader_atomic_volumes,bader_net_charges
0,La1Mg1,"CUB
",221,62.8722,4.31061,[ 3.976364  3.976364  3.976364 90.       90.       90.      ],,2,-3.31591,-0.00042824,2.51348,5,[34.4673 28.4048],[ 0.4612 -0.4612]
1,Ga3Ti1,"BCT
",139,64.6081,6.6082,[  5.190811   5.190811   5.190811 136.8527   136.8527    62.66471 ],,4,-3.34774,6.395e-05,1.90666,13,[17.9376 17.4575 17.457  11.7559],[-0.5083 -0.3621 -0.362   1.2325]
2,B6Yb1,"CUB
",221,71.0111,5.56311,[ 4.141034  4.141034  4.141034 90.       90.       90.      ],,7,-6.31215,-9.6e-07,1.69113,34,[ 8.9431  9.3662  9.1182  9.1946  9.2418  9.0694 16.0779],[-0.2012 -0.2985 -0.217  -0.2842 -0.2577 -0.2433  1.5019]
3,N1Pr1,"ORCC
",38,34.708,7.41159,[  3.529881   3.533959   3.211522  90.        90.       119.9618  ],,2,-7.96245,-1.992e-05,1.38443,10,[15.9838 18.7243],[-1.7103  1.7103]
4,Cu3N1,"CUB
",221,55.875,6.0818,[ 3.823013  3.823013  3.823013 90.       90.       90.      ],,4,-3.52783,7.7245e-05,2.02627,38,[14.9868 15.0105 15.011  10.8666],[ 0.4653  0.4645  0.4645 -1.3943]
5,Co1Zr1,"CUB
",221,34.9774,7.12847,[ 3.270363  3.270363  3.270363 90.       90.       90.      ],,2,-6.44103,-0.00013764,1.7193,13,[18.7803 16.1971],[-1.1209  1.1209]
6,C2Rh1U2,"BCT
",139,83.6208,11.9741,[  6.93509   6.93509   6.93509 149.9102  149.9102   43.07329],,5,-8.2001,-0.00026071,-0.000169339,29,[12.3408 12.3344 20.7267 19.1129 19.106 ],[-1.4865 -1.4857 -0.6194  1.7953  1.7962]
7,Nd1Os4Sb12,"BCC
",204,416.698,9.42866,[  8.149815   8.149815   8.149815 109.4712   109.4712   109.4712  ],,17,-5.37989,-1.38912e-05,1.04224,98,"[23.0494 22.5586 22.6303 22.5586 22.5586 25.3167 25.2316 25.2316 25.3343
 25.3167 25.2316 25.2316 25.3343 25.2485 25.3174 25.3167 25.2316]","[ 1.4975 -0.7708 -0.7862 -0.7708 -0.7708  0.1257  0.1416  0.1416  0.1247
  0.1257  0.1416  0.1416  0.1247  0.1407  0.1257  0.1257  0.1416]"
8,Co1,"FCC
",225,11.3975,8.58615,[ 2.526051  2.526051  2.526051 60.       60.       60.      ],,1,-3.49833,-5.358e-05,1.44565,9,[11.3975],[-0.]
9,Cu1Mg1Sb1,"FCC
",216,61.1287,5.69374,[ 4.421675  4.421675  4.421675 60.       60.       60.      ],,3,-2.92047,0.000112967,2.05828,18,[19.4888  7.2381 34.4018],[-0.6874  1.5236 -0.8363]
10,Y1Zn1,"FCC
",225,51.2703,4.997,[ 4.169914  4.169914  4.169914 60.       60.       60.      ],,2,-3.46055,-3.615e-06,2.44727,15,[20.6691 30.6013],[ 1.321 -1.321]
11,S1Sc1,"FCC
",225,37.1214,3.44513,[ 3.744379  3.744379  3.744379 60.       60.       60.      ],,2,-6.4045,0.00014981,3.49007,9,[25.334  11.7874],[-1.5983  1.5984]
12,Al2Os1,"BCT
",139,41.9924,9.65514,[  4.738755   4.738755   4.738755 140.8975   140.8975    56.49312 ],,3,-5.79222,3.55333e-06,0.870991,14,,
13,Be17Zr2,"RHL
",166,179.34,3.10781,[ 5.680352  5.680352  5.680352 82.85375  82.85375  82.85375 ],-4.46637,19,-4.48131,-0.000119326,4.03281,42,"[ 7.6396  7.849   9.6657  9.6657  9.6657  8.8559  9.102   8.8855  8.8559
  8.6496  8.8661  8.6302  8.718   8.718   8.8048  8.717   8.717  14.6676
 14.6666]","[ 0.1866  0.1338 -0.4678 -0.4678 -0.4678 -0.1803 -0.2455 -0.1882 -0.1803
 -0.1257 -0.183  -0.03   -0.0513 -0.0513 -0.0725 -0.0512 -0.0512  1.2467
  1.2469]"
14,Be17Hf2,"RHL
",166,176.175,4.80879,[ 5.646126  5.646126  5.646126 82.90854  82.90854  82.90854 ],-4.25844,19,-4.61872,-8.98489e-05,1.9647,42,"[ 7.5499  7.7496  9.764   9.764   9.764   8.832   8.4498  8.4959  8.832
  8.7237  8.6775  8.3906  8.3906  8.3204  8.3896  8.4598  8.3896 14.6164
 14.6154]","[ 0.1868  0.1363 -0.5415 -0.5415 -0.5415 -0.218  -0.1153 -0.1279 -0.218
 -0.1889 -0.1763 -0.0241 -0.0241 -0.0064 -0.0239 -0.0415 -0.0239  1.2449
  1.2451]"
15,Au5K1,"HEX
",191,132.63,12.8197,[  5.794759   5.794717   4.560845  90.        90.       120.0002  ],,6,-1.51476,-6.38283e-05,0.581924,56,[21.7304 21.7293 23.2389 23.3721 22.6909 19.8688],[-0.1547 -0.1545 -0.1744 -0.1853 -0.1028  0.7718]
16,Ge3U1,"CUB
",221,79.7742,9.4877,[ 4.304812  4.304812  4.304812 90.       90.       90.      ],,4,-5.77076,4.44175e-05,-0.000323125,18,[19.8344 19.6685 19.172  21.0993],[-0.4513 -0.4252 -0.3517  1.2283]
17,Be12W1,"BCT
",139,109.546,4.42619,[  5.517188   5.517188   5.517188  98.38212   98.38212  135.1091  ],,13,-4.36344,2.24377e-05,2.14333,30,"[12.4051 11.2786 11.5262 12.1326  5.8635  6.0887  6.0887  5.8635  4.1213
  4.1213  4.1219  4.1213 21.813 ]","[-1.3918 -1.0924 -1.1538 -1.318   0.6244  0.5742  0.5742  0.6244  0.9573
  0.9573  0.9571  0.9573 -1.2702]"
18,C2Dy1,"BCT
",139,41.7766,7.4139,[  4.044053   4.044053   4.044053 126.029    126.029     79.84043 ],,3,-7.87484,-0.00036626,1.28384,20,[13.0227 13.4326 15.3213],[-0.7544 -0.9903  1.7447]
19,Cd1V3,"CUB
",221,65.4779,6.72643,[ 4.030556  4.030556  4.030556 90.       90.       90.      ],,4,-4.60619,0.00040528,1.81058,27,[21.4768 14.7305 14.5913 14.6793],[-1.0891  0.3512  0.3772  0.3607]
20,Be12Mo1,"BCT
",139,109.703,3.08919,[  5.522277   5.522277   5.522277  98.34804   98.34804  135.2047  ],,13,-4.19436,6.327e-05,4.03169,30,"[12.0481 12.6453 12.8314 11.8382  6.1268  6.3461  6.1268  6.3461  4.3765
  4.3765  4.3765  4.3771 17.8876]","[-1.2737 -1.4334 -1.4827 -1.2201  0.566   0.5175  0.566   0.5175  0.9035
  0.9035  0.9035  0.9033 -0.3706]"
21,Be12Pd1,"BCT
",139,110.809,3.2151,[  5.552052   5.552052   5.552052  98.19502   98.19502  135.6362  ],,13,-3.70977,2.04262e-05,3.8223,34,"[11.5683 16.9959 14.3042 14.2752  4.4534  4.3291  4.3304  4.4547  4.2143
  4.2143  4.2143  4.2149 19.2403]","[-1.0541 -2.482  -1.7732 -1.7637  1.0078  1.0339  1.0336  1.0074  1.021
  1.021   1.021   1.0209 -1.0936]"
22,Bi2Mg3,"HEX
",164,142.288,5.72864,[  4.702626   4.702626   7.429799  89.9968    90.0032   120.0044  ],-1.12599,5,-2.79657,1.8216e-05,1.26073,16,[56.2501 56.2933  9.8944  9.9252  9.9252],[-2.0904 -2.0922  1.4242  1.3793  1.3793]
23,Tm1,"FCC
",225,39.0128,7.19052,[ 3.806922  3.806922  3.806922 60.       60.       60.      ],,1,-6.48024,0.00048928,1.21384,15,[39.0128],[0.]
24,Bi1Y1,"FCC
",225,63.5257,7.78664,[ 4.478729  4.478729  4.478729 60.       60.       60.      ],-1.83218,2,-6.16631,-7.243e-05,1.0023,8,[44.1494 19.3763],[-1.5122  1.5122]
25,B2Be1,"HEX
",191,21.3588,2.3815,[  2.930104   2.930203   2.872509  90.        90.       119.9989  ],-13.021,3,-5.58722,3.394e-05,5.32625,8,[9.3191 9.7266 2.3131],[-0.7202 -0.8626  1.5828]
26,Ba1Fe2P2,"BCT
",139,88.668,5.82375,[  6.542218   6.542218   6.542218 145.6662   145.6662    49.34283 ],,5,-4.67414,-1.9528e-05,1.988,28,[25.1882 12.1687 12.1692 19.6579 19.4778],[ 1.243   0.0627  0.0626 -0.6899 -0.6783]
27,Er1,"FCC
",225,30.3547,9.14989,[ 3.501441  3.501441  3.501441 60.       60.       60.      ],,1,-4.53367,0.00011802,0.977292,14,[30.3547],[0.]
28,Au1,"FCC
",225,17.6625,18.5178,[ 2.923184  2.923184  2.923184 60.       60.       60.      ],,1,-1.33298,-2.489e-05,0.397,11,[17.6626],[-0.]
29,Mo1S2,"RHL
",160,62.9134,4.22463,[ 7.326403  7.326403  7.326403 25.2376   25.2376   25.2376  ],,3,-6.28063,3.74267e-05,2.78578,18,[13.3172 24.7835 24.8118],[ 1.2027 -0.6019 -0.6008]
30,H2Th1,"BCT
",139,43.357,8.96409,[  3.862486   3.862486   3.862486 114.7314   114.7314    99.39683 ],,3,-4.81897,-1.352e-05,-0.000175597,6,[ 8.0978  8.0988 27.1604],[-0.7197 -0.7198  1.4395]
31,La3Sn7,"ORCC
",65,298.619,6.93727,[ 13.58373  13.58373   4.76986  90.       90.      160.1663 ],,10,-4.64174,-1.4127e-05,1.61172,37,"[25.8967 25.897  24.4036 34.3141 34.3144 30.9227 30.9227 31.139  31.1387
 29.6274]","[ 1.2226  1.2226  1.2191 -0.7475 -0.7476 -0.4432 -0.4432 -0.4352 -0.4352
 -0.4126]"
32,Al1Re1,"CUB
",221,28.8029,12.2903,[ 3.065342  3.065342  3.065342 90.       90.       90.      ],,2,-6.61275,-5.5785e-05,0.676029,10,[ 5.2733 23.5297],[ 1.9434 -1.9434]
33,Ca1Se1,"FCC
",225,53.0339,3.72725,[ 4.217186  4.217186  4.217186 60.       60.       60.      ],-4.06232,2,-4.77333,6.0185e-05,3.31916,8,[14.668  38.3658],[ 1.4355 -1.4355]
34,Hf1Rh3,"CUB
",221,60.4654,13.38,[ 3.924963  3.924963  3.924963 90.       90.       90.      ],,4,-6.21156,-4.835e-06,0.764417,31,[12.403  16.4315 15.3828 16.2482],[ 1.6194 -0.6386 -0.3859 -0.5949]
35,Pt3Y1,"CUB
",221,69.0248,16.2188,[ 4.102056  4.102056  4.102056 90.       90.       90.      ],,4,-5.31387,0.000306105,0.489086,33,[18.1157 19.3866 18.7356 12.7868],[-0.4443 -0.6991 -0.5687  1.7122]
36,Te4Ti5,"BCT
",87,240.424,5.17936,[  7.891845   7.891845   7.891845  93.95735   93.95735  149.5388  ],,9,-4.83517,-1.22422e-05,2.28307,44,[41.0716 41.0551 41.1307 41.1462 15.6881 15.0734 15.073  15.0889 15.0889],[-1.2285 -1.2283 -1.2303 -1.2303  0.7573  1.042   1.042   1.0381  1.0381]
37,Te2Ti1,"HEX
",164,90.2757,5.57525,[  3.859466   3.859466   6.998288  89.99883   90.00117  120.0014  ],,3,-4.45582,4.03667e-05,2.09372,16,[39.0707 39.1015 12.0974],[-0.7516 -0.7524  1.504 ]
38,Cr1Si2,"BCT
",139,35.9469,4.9967,[  4.365022   4.365022   4.365022 138.6381   138.6381    59.92705 ],,3,-5.83994,2.564e-05,2.40079,14,[10.5797 12.6057 12.7614],[ 0.2923 -0.1187 -0.1736]
39,C2Ho1,"BCT
",139,41.0884,7.63629,[  4.022483   4.022483   4.022483 126.0544   126.0544    79.79871 ],-0.600927,3,-7.87084,0.000145363,1.22945,21,[12.9848 13.3107 14.7929],[-0.7896 -0.9677  1.7573]
40,B1N1,"FCC
",216,11.9048,3.46157,[ 2.56298  2.56298  2.56298 60.      60.      60.     ],,2,-8.72635,2.278e-05,3.47045,8,[1.9127 9.9921],[ 2.0775 -2.0775]
41,Cu2In1Ti1,"FCC
",225,61.8759,7.77757,[ 4.439618  4.439618  4.439618 60.       60.       60.      ],,4,-3.05748,-0.000336523,1.54084,29,[15.3464 15.3472 19.3698 11.8126],[-0.5877 -0.5878 -0.1511  1.3266]
42,Ir3U1,"CUB
",221,66.0564,20.4799,[ 4.042391  4.042391  4.042391 90.       90.       90.      ],,4,-7.02588,-0.000382668,-0.000267668,33,[17.5049 16.2829 16.1467 16.1219],[-0.7684 -0.4511 -0.4129  1.6323]
43,Ca1Cu5,"HEX
",191,91.5557,6.48958,[  5.104042   5.104042   4.058249  90.        90.       120.0028  ],,6,-2.28916,-0.00017528,1.89227,57,[13.9351 14.9612 14.9691 15.7612 15.9948 15.9343],[ 1.3475 -0.2707 -0.2717 -0.2492 -0.2785 -0.2775]
44,O3W1,"CUB
",221,56.9474,6.7605,[ 3.847318  3.847318  3.847318 90.       90.       90.      ],,4,-8.49173,0.000290253,1.28894,24,[14.8525 14.8525 14.8841 12.3583],[-0.907  -0.907  -0.9073  2.7213]
45,Pt1Sn2,"FCC
",225,71.9455,9.98163,[ 4.668453  4.668453  4.668453 60.       60.       60.      ],,3,-4.05867,-0.000483437,0.928929,18,[25.3732 23.2856 23.2867],[-1.0789  0.5395  0.5394]
46,Mn3Si1,"FCC
",225,44.5403,7.19164,[ 3.978836  3.978836  3.978836 60.       60.       60.      ],,4,-5.21896,-9.28025e-05,1.72513,25,[10.1822 11.0708 11.0708 12.2166],[ 0.3155 -0.0808 -0.0808 -0.1538]
47,C1La3Tl1,"CUB
",221,148.066,7.10008,[ 5.290363  5.290363  5.290363 90.       90.       90.      ],,5,-5.38952,0.000266742,1.28989,16,[18.3513 27.626  27.626  27.626  46.837 ],[-1.8013  1.16    1.16    1.16   -1.6787]
48,Li2Mo6Se6,"HEX
",176,316.586,5.57706,[  8.967003   8.96714    4.546386  90.        90.       120.0014  ],,14,-5.80304,-0.000317571,2.20627,74,"[ 5.3072  5.3072 15.584  15.6246 15.6567 15.5862 15.6246 15.6567 35.3643
 35.313  35.4284 35.345  35.3322 35.4561]","[ 0.8887  0.8887  0.6055  0.5971  0.5945  0.6051  0.5971  0.5945 -0.891
 -0.8931 -0.901  -0.8902 -0.8939 -0.9021]"
49,Cr1Ga4,"BCC
",229,90.3191,6.08449,[  4.895539   4.895539   4.895539 109.4712   109.4712   109.4712  ],,5,-3.17183,0.000107138,2.06869,18,[15.0988 18.8269 18.8269 18.8269 18.7395],[-0.0924  0.0229  0.0229  0.0229  0.0236]
50,C2Nd1,"BCT
",139,47.7395,5.85271,[  4.218847   4.218847   4.218847 125.7358   125.7358    80.32279 ],,3,-8.46922,0.00011123,1.74677,14,[14.594  14.1032 19.0424],[-0.9934 -0.7348  1.7282]
51,B2Sc1,"HEX
",191,31.2522,3.53741,[  3.172112   3.172131   3.586328  90.        90.       119.9998  ],,3,-6.93286,0.000107957,3.50775,9,[10.9391 10.6065  9.7067],[-0.8705 -0.7697  1.6402]
52,Au1Be5,"FCC
",216,57.1828,7.02827,[ 4.32441  4.32441  4.32441 60.      60.      60.     ],,6,-3.3699,-6.29783e-05,1.13819,21,[25.8603  5.1106 16.3671  3.3123  3.2663  3.2663],[-2.6267  1.0318 -2.176   1.2489  1.261   1.261 ]
53,Nd1Pt2Si2,"BCT
",139,89.4147,10.968,[  5.776395   5.776395   5.776395 136.7336   136.7336    62.84826 ],,5,-5.82609,-6.438e-05,0.758221,34,[18.9037 21.2397 21.2091 13.7322 14.3299],[ 1.5523 -1.2001 -1.194   0.481   0.3607]
54,In3Yb1,"CUB
",221,104.701,8.20749,[ 4.713206  4.713206  4.713206 90.       90.       90.      ],,4,-2.54061,-0.000187022,1.2515,25,[28.7056 27.7507 29.1495 19.0949],[-0.3715 -0.2786 -0.4192  1.0692]
55,Pt8Ti1,"BCT
",139,138.368,19.3049,[  6.249546   6.249546   6.249546  95.67883   95.67883  143.3307  ],,9,-4.1665,2.92756e-05,0.394844,84,[16.1775 16.1782 16.2147 16.2019 16.2749 16.157  16.2768 16.1551  8.7319],[-0.265  -0.2653 -0.2716 -0.2684 -0.2026 -0.1753 -0.2032 -0.1747  1.8261]
56,Mg1Y1,"CUB
",221,54.872,3.426,[ 3.8  3.8  3.8 90.  90.  90. ],-0.21776,2,-4.13739,-0.00088119,3.53239,5,[28.892 25.98 ],[-0.7357  0.7357]
57,Cd1O1,"FCC
",225,27.0551,7.8813,[ 3.369673  3.369673  3.369673 60.       60.       60.      ],,2,-3.79804,0.00041361,1.46318,18,[14.6241 12.431 ],[ 1.1791 -1.1791]
58,Ir3V1,"CUB
",221,55.7489,18.6938,[ 3.820136  3.820136  3.820136 90.       90.       90.      ],,4,-6.59416,1.91725e-05,0.417987,32,[14.8222 16.3179 15.7769  8.8318],[-0.21   -0.6743 -0.5035  1.3878]
59,Bi1K3,"FCC
",225,164.186,3.29988,[ 6.146343  6.146343  6.146343 60.       60.       60.      ],-1.4606,4,-2.19717,0.00214655,2.4259,8,[82.3238 28.4747 26.6937 26.6937],[-1.9604  0.6781  0.6411  0.6411]
60,Co1Si1,"CUB
",221,21.2328,6.80543,[ 2.76908  2.76908  2.76908 90.      90.      90.     ],,2,-4.65585,-1.7255e-05,1.7854,13,[10.9394 10.2933],[-0.5167  0.5167]
61,Bi1Cs3,"FCC
",225,215.237,4.68835,[ 6.726829  6.726829  6.726829 60.       60.       60.      ],,4,-1.97391,0.000679062,1.92227,8,[78.8845 45.1724 45.5838 45.5961],[-1.7369  0.6424  0.5474  0.5472]
62,Al3Ti1,"BCT
",139,65.1367,3.28465,[  5.133428   5.133428   5.133428 135.6717   135.6717    64.48828 ],,4,-4.36271,-0.000150935,3.71452,13,[17.663  17.5238 17.5254 12.4203],[-0.3744 -0.3303 -0.3305  1.0352]
63,Ge1Th1,"FCC
",225,58.0005,8.72143,[ 4.344923  4.344923  4.344923 60.       60.       60.      ],,2,-6.26648,5.1115e-05,-0.000234912,8,[30.6246 27.3759],[-1.4851  1.4851]
64,Au2In1Yb1,"FCC
",225,88.7719,12.7534,[ 5.007221  5.007221  5.007221 60.       60.       60.      ],,4,-2.16707,0.000343612,0.638004,41,[25.5186 25.6347 21.4358 16.1827],[-0.84   -0.8525  0.3755  1.317 ]
65,Al3Ta1,"BCT
",139,64.3614,6.75689,[  5.089133   5.089133   5.089133 135.2597   135.2597    65.12699 ],,4,-5.63301,-0.000126383,1.35731,14,,
66,Sn3U1,"CUB
",221,108.632,9.08139,[ 4.77147  4.77147  4.77147 90.      90.      90.     ],,4,-5.11987,3.125e-06,-0.000440053,18,[26.765  27.7119 28.6824 25.4252],[-0.2586 -0.3655 -0.4729  1.0969]
67,B2Cr1,"HEX
",191,25.1852,4.85373,[  3.017498   3.017486   3.193915  90.        90.       120.0001  ],,3,-6.96668,-2.80767e-05,2.56571,12,[8.1869 7.923  9.0753],[-0.5941 -0.4873  1.0814]
68,Br2Cu1,"MCLC
",12,81.8801,4.52965,[ 4.264263  4.264263  7.636611 55.92128  55.92128  48.34673 ],,3,-2.1736,-3.66833e-05,2.75941,25,[33.8282 33.8108 14.241 ],[-0.3238 -0.3231  0.6469]
69,La1P1,"FCC
",225,56.0412,5.03364,[ 4.295439  4.295439  4.295439 60.       60.       60.      ],,2,-6.59381,6.111e-05,2.16528,8,[23.7686 32.2727],[ 1.5901 -1.5901]
70,Ir2P1,"FCC
",225,42.635,16.1795,[ 3.921273  3.921273  3.921273 60.       60.       60.      ],,3,-6.34579,-5.02967e-05,0.480222,23,[16.558  16.6062  9.4708],[-0.3472 -0.3525  0.6997]
71,Si2Y1,"HEX
",191,57.6933,4.17563,[  4.093726   4.093726   3.974952  90.        90.       119.9942  ],-1.57403,3,-6.29483,5.68333e-06,2.8679,11,[21.0535 20.2564 16.3835],[-0.8281 -0.663   1.4911]
72,Ba1Os2P2,"BCT
",139,101.873,9.44885,[  6.753257   6.753257   6.753257 144.7891   144.7891    50.64888 ],,5,-6.4687,9.4994e-05,0.917906,28,,
73,Ni1O1,"FCC
",225,18.8779,6.56985,[ 2.987559  2.987559  2.987559 60.05269  60.05269  60.05269 ],,2,-4.95988,0.00014515,1.79934,16,[ 8.6782 10.1996],[ 1.2154 -1.2153]
74,Al1Y1,"CUB
",221,47.0635,4.08885,[ 3.610451  3.610451  3.610451 90.       90.       90.      ],-0.834703,2,-5.52064,-1.0195e-05,2.97379,6,[28.4996 18.5535],[-1.218  1.218]
75,Ho1,"FCC
",225,30.8209,8.88596,[ 3.519278  3.519278  3.519278 60.       60.       60.      ],0.016716,1,-4.55158,6.5e-06,1.02805,13,[30.8209],[0.]
76,Si3U1,"CUB
",221,66.6928,8.0244,[ 4.055331  4.055331  4.055331 90.       90.       90.      ],,4,-6.26419,-0.000318135,-0.000270121,18,[16.7399 15.9688 15.2476 18.7365],[-0.5334 -0.3776 -0.2282  1.1392]
77,C1Hf1,"HEX
",187,26.3649,11.9983,[  3.233322   3.233322   2.912065  90.        90.       120.001   ],-0.365771,2,-9.77006,-0.00026313,0.716823,8,,
78,Yb1,"FCC
",225,41.6206,6.90379,[ 3.889923  3.889923  3.889923 60.       60.       60.      ],,1,-1.13968,-0.00067313,1.24575,16,[41.6206],[0.]
79,Al4La1,"BCT
",139,107.421,3.81558,[  6.429696   6.429696   6.429696 140.3251   140.3251    57.36004 ],,5,-4.27822,0.000104512,2.9443,15,[19.1003 19.0931 21.7025 22.3771 25.1431],[ 1.1000e-03  2.2000e-03 -5.5260e-01 -6.5940e-01  1.2087e+00]
80,Al1Pt1,"CUB
",221,28.9399,12.7422,[ 3.070192  3.070192  3.070192 90.       90.       90.      ],,2,-4.65221,0.00045781,0.619219,13,[ 5.678  23.2618],[ 2.0043 -2.0043]
81,Ir1Sc1,"CUB
",221,34.3562,11.4634,[ 3.250885  3.250885  3.250885 90.       90.       90.      ],,2,-6.64245,-0.000177285,0.711464,12,[24.5659  9.7902],[-1.6989  1.6989]
82,Be5Co1,"FCC
",216,47.6719,3.62239,[ 4.069983  4.069983  4.069983 60.       60.       60.      ],,6,-3.71192,-7.6925e-05,3.49653,19,[ 3.9717 17.725   3.0525  3.0525  3.0525 16.8178],[ 1.1501 -3.0857  1.2226  1.2226  1.2226 -1.7323]
83,Sc1Se1,"FCC
",225,42.7043,4.81842,[ 3.923397  3.923397  3.923397 60.       60.       60.      ],,2,-5.81629,0.00018873,2.62499,9,[12.4664 30.2379],[ 1.585  -1.5851]
84,Al3Os2,"BCT
",139,69.3867,11.0407,[  7.454736   7.454736   7.454736 155.8287   155.8287    34.44694 ],,5,-6.0194,0.000175824,0.748522,25,,
85,Te1Th1,"CUB
",221,60.5613,9.86097,[ 3.927038  3.927038  3.927038 90.       90.       90.      ],,2,-5.84144,-0.000699405,-0.000245293,10,[31.1197 29.4416],[-0.9875  0.9875]
86,Pt3Sc1,"CUB
",221,64.3327,16.2672,[ 4.006919  4.006919  4.006919 90.       90.       90.      ],,4,-5.006,-0.00010266,0.476258,33,[17.1311 19.1953 18.6148  9.3915],[-0.3344 -0.7931 -0.6607  1.7883]
87,Gd1Sn3,"CUB
",221,109.883,7.75725,[ 4.789718  4.789718  4.789718 90.       90.       90.      ],,4,-6.67511,-3.88925e-05,1.39569,22,[21.3105 28.7465 29.2234 30.5786],[ 1.2659 -0.3405 -0.3923 -0.5332]
88,Mo6Te8,"RHL
",148,370.606,7.15303,[ 7.189259  7.189259  7.189259 92.36252  92.36252  92.36252 ],,14,-5.47985,0.000266638,1.62904,84,"[16.1464 16.1591 16.1464 16.1563 16.1464 16.1507 36.1085 36.0817 33.5822
 33.5878 33.5864 33.5878 33.5822 33.5836]","[ 0.5072  0.5034  0.5072  0.5045  0.5072  0.5058 -0.3077 -0.3074 -0.4032
 -0.4035 -0.4033 -0.4035 -0.4032 -0.4034]"
89,Be12Ta1,"BCT
",139,112.839,4.25433,[  5.588081   5.588081   5.588081  98.16408   98.16408  135.7238  ],,13,-4.3655,6.55423e-05,2.25496,29,"[12.2704 11.5855 11.9299 11.9209  6.8597  6.629   6.629   6.8597  5.4339
  5.4339  5.4345  5.4339 16.4186]","[-1.2908 -1.1084 -1.1982 -1.1967  0.3942  0.4457  0.4457  0.3942  0.6455
  0.6455  0.6454  0.6455  0.5325]"
90,Be12Mn1,"BCT
",139,104.69,2.58676,[  5.451394   5.451394   5.451394  98.14787   98.14787  135.7698  ],,13,-3.82498,9.62123e-05,4.96865,31,"[23.1102  3.9863 13.5095 13.4833  5.2823  5.122   5.2823  5.122   4.1413
  4.1407  4.1407  4.1407 13.2287]","[-4.4259  0.954  -1.7286 -1.7207  0.772   0.8071  0.772   0.8071  0.9637
  0.9639  0.9639  0.9639 -0.0925]"
91,Pu1,"FCC
",225,27.0064,15.0065,[  3.365241   3.365241   3.365241 119.857    119.857     90.24795 ],,1,-13.9272,-0.00240166,-0.000109377,8,[27.0064],[-0.]
92,Be2Zr1,"HEX
",191,40.8566,4.44003,[  3.804016   3.804016   3.260136  90.        90.       119.9974  ],-0.490346,3,-5.50502,-7.04333e-05,2.76806,8,[12.4948 12.1134 16.2485],[-0.6237 -0.5405  1.1642]
93,Dy1Fe2Ge2,"BCT
",139,89.9833,7.73907,[  6.342709   6.342709   6.342709 143.4432   143.4432    52.66073 ],,5,-5.21363,-8.9018e-05,1.42185,36,[17.7975 14.4126 14.4    21.4842 21.889 ],[ 1.4101  0.2931  0.2951 -0.9548 -1.0435]
94,Cu1Ga2,"TET
",123,47.1133,7.15557,[ 2.826712  2.826712  5.896316 90.       90.       90.      ],,3,-2.42036,-0.000149263,1.75292,17,[13.2631 17.2437 16.6065],[-0.2079  0.0596  0.1483]
95,Ni1Ti1,"CUB
",221,27.9198,6.33947,[ 3.033688  3.033688  3.033688 90.       90.       90.      ],,2,-3.69938,0.000573645,1.91778,14,[17.2913 10.6285],[-1.4122  1.4122]
96,C1In1La3,"CUB
",221,148.258,6.08792,[ 5.292643  5.292643  5.292643 90.       90.       90.      ],,5,-5.46607,0.00019906,1.78173,16,[18.3503 46.8481 27.6865 27.6865 27.6865],[-1.798  -1.6504  1.1495  1.1495  1.1495]
97,In1Sc3,"CUB
",221,97.7395,4.24206,[ 4.606347  4.606347  4.606347 90.       90.       90.      ],,4,-4.78059,0.000469665,2.8007,12,[40.672  19.1065 18.8994 19.0616],[-2.2579  0.7426  0.768   0.7473]
98,B5Mo2,"RHL
",166,59.4722,6.86668,[ 7.408812  7.408812  7.408812 24.07564  24.07564  24.07564 ],,7,-6.97503,-0.000154554,1.75071,27,[ 7.5143  7.5054  6.6432  6.6447  6.5995 12.2826 12.2826],[-0.5062 -0.5021 -0.3048 -0.3056 -0.2503  0.9345  0.9345]
99,Rh3V1,"CUB
",221,54.9404,10.8704,[ 3.801578  3.801578  3.801578 90.       90.       90.      ],,4,-4.88413,-0.000142348,1.08375,32,[14.7652 15.6632 14.7463  9.7657],[-0.3324 -0.5719 -0.3279  1.2322]
100,As1Rh2,"FCC
",225,46.5225,10.0203,[ 4.037004  4.037004  4.037004 60.       60.       60.      ],,3,-4.69259,-3.65633e-05,1.18625,23,[13.5053 16.5497 16.4675],[ 0.273  -0.1432 -0.1298]
101,N1Y1,"HEX
",187,30.0486,5.68713,[  3.366124   3.366124   3.062205  90.        90.       120.0001  ],,2,-8.61833,-9.09e-06,2.13107,8,[15.9453 14.1033],[-1.8263  1.8263]
102,La1Pd3,"CUB
",221,76.479,9.94655,[ 4.244704  4.244704  4.244704 90.       90.       90.      ],,4,-3.9525,0.000188287,1.13893,33,[19.294  19.2581 18.96   18.9669],[ 1.4387 -0.509  -0.4639 -0.4658]
103,La1Pt5,"HEX
",191,112.491,16.4496,[  5.432721   5.432621   4.401127  90.        90.       120.0006  ],,6,-4.49046,0.000319982,0.475389,53,[20.4893 17.8033 17.7206 18.9041 19.0161 18.5578],[ 1.7921 -0.3952 -0.3815 -0.3631 -0.3788 -0.2735]
