,compound,Bravais_lattice_relax,spacegroup_relax,volume_cell,density,geometry,enthalpy_formation_cell,natoms,energy_atom,eentropy_atom,scintillation_attenuation_length,valence_cell_std,bader_atomic_volumes,bader_net_charges
171,Ag2F1,"HEX
",164,47.4018,8.22304,[  3.103743   3.103688   5.682028  90.00048   90.00002  120.0007  ],,3,-1.76255,-6.83967e-05,1.39659,29,[17.7625 17.7825 11.8567],[ 0.3531  0.3505 -0.7036]
172,Os1,"FCC
",225,14.2766,22.1226,[ 2.722991  2.722991  2.722991 60.       60.       60.      ],,1,-7.89048,0.00014188,0.350259,8,[14.2766],[-0.]
173,S1,"RHL
",166,17.1672,3.10108,[ 2.57972  2.57972  2.57972 90.30339 90.30339 90.30339],,1,-3.50692,-0.00060113,3.74266,6,[17.1672],[-0.]
174,Ba1Si2,"BCT
",139,103.759,3.09674,[  5.600077   5.600077   5.600077 128.8226   128.8226    75.29619 ],0.35687,3,-4.13819,-0.000518623,3.59316,10,,
175,C2Lu1,"BCT
",139,38.5298,8.57593,[  3.940117   3.940117   3.940117 126.154    126.154     79.63526 ],,3,-7.84649,-0.000228277,1.01876,25,,
176,Se1,"RHL
",166,22.549,5.81473,[ 2.826359  2.826359  2.826359 91.65551  91.65551  91.65551 ],0.185618,1,-3.29721,-0.00036809,2.20658,6,[22.549],[-0.]
177,B6Nd1,"CUB
",221,70.4577,4.92805,[ 4.130249  4.130249  4.130249 90.       90.       90.      ],,7,-6.46836,-0.00177481,2.16991,24,[ 8.4363  8.9524  8.7198  8.5231  8.7159  8.3656 18.7447],[-0.2289 -0.3686 -0.2914 -0.2658 -0.2876 -0.2086  1.651 ]
178,Ce1Ir5,"HEX
",191,103.609,17.6493,[  5.251067   5.250829   4.339067  90.        90.       120.0015  ],,6,-5.97382,-0.000156273,0.443834,49,[18.3989 16.5726 16.4737 17.4246 17.2087 17.5301],[ 1.7556 -0.406  -0.3843 -0.3181 -0.2763 -0.3709]
179,Ce1Rh2Si2,"BCT
",139,83.8178,7.96617,[  5.811711   5.811711   5.811711 138.9515   138.9515    59.44888 ],,5,-5.58272,0.000332244,1.40594,30,[19.255  18.1717 18.1727 13.8812 14.3294],[ 1.5331 -0.9295 -0.9298  0.2131  0.1131]
180,Ca1Tl3,"CUB
",221,116.361,9.32139,[ 4.882056  4.882056  4.882056 90.       90.       90.      ],-0.955589,4,-2.5111,-0.000363877,0.771887,11,[16.5979 33.9808 32.8602 32.9223],[ 1.2818 -0.4865 -0.395  -0.4003]
181,Rh1,"FCC
",225,13.944,12.2547,[ 2.70168  2.70168  2.70168 60.      60.      60.     ],,1,-3.82362,-5.93e-06,0.949863,9,[13.944],[-0.]
182,Ce1Pd2Si2,"BCT
",139,88.1681,7.70473,[  5.795562   5.795562   5.795562 137.3948   137.3948    61.83121 ],,5,-4.88177,0.000238108,1.45403,32,[20.056  18.4647 18.4707 15.7537 15.4189],[ 1.5608 -0.7794 -0.7805 -0.0389  0.038 ]
183,Fe1,"FCC
",225,13.3899,6.92584,[ 2.66541  2.66541  2.66541 60.      60.      60.     ],,1,-4.99752,5.993e-05,1.76904,8,[13.3899],[-0.]
184,Ce1,"FCC
",225,28.9211,8.04516,[  3.445555   3.445555   3.445555 120.0072   120.0072    89.98749 ],,1,-3.68305,0.00021589,1.30041,4,[28.9211],[0.]
185,Pb3Y1,"CUB
",221,116.63,10.1159,[ 4.885813  4.885813  4.885813 90.       90.       90.      ],-1.14845,4,-4.68167,-0.000496003,0.726079,15,[32.2223 32.7903 31.5074 20.11  ],[-0.465  -0.5213 -0.397   1.3833]
186,La1Os4Sb12,"BCC
",204,417.599,9.3871,[  8.155687   8.155687   8.155687 109.4712   109.4712   109.4712  ],,17,-5.29318,4.74741e-05,1.05056,95,"[24.6154 22.4467 22.4467 22.5475 22.4467 25.2954 25.206  25.2215 25.2954
 25.2066 25.2954 25.3103 25.206  25.2954 25.2066 25.206  25.3103]","[ 1.507  -0.7594 -0.7594 -0.773  -0.7594  0.1219  0.136   0.1351  0.1219
  0.1359  0.1219  0.121   0.136   0.1219  0.1359  0.136   0.121 ]"
187,Bi1Li1,"TET
",123,47.9255,7.48132,[ 3.369004  3.369004  4.222441 90.       90.       90.      ],-0.772483,2,-3.35747,9.8025e-05,0.919169,6,[43.4564  4.4691],[-0.8525  0.8525]
188,Ru1Ti1,"CUB
",221,30.1801,8.19647,[ 3.113439  3.113439  3.113439 90.       90.       90.      ],,2,-6.14106,-0.00010889,1.46666,12,[20.6555  9.5246],[-1.5383  1.5382]
189,Lu1Pd2Si2,"BCT
",139,82.8163,8.90135,[  5.715121   5.715121   5.715121 137.9519   137.9519    60.97663 ],,5,-5.02995,0.0001764,1.13795,45,[15.1834 18.4443 18.4301 15.0492 15.7002],[ 1.6628 -0.8442 -0.8414  0.0855 -0.0627]
190,Dy1Mo6S8,"RHL
",148,277.456,5.95267,[ 6.522559  6.522559  6.522559 89.45201  89.45201  89.45201 ],,15,-6.61492,-2.54387e-05,1.89707,96,,
191,Re1,"FCC
",225,15.1442,20.4165,[ 2.777073  2.777073  2.777073 60.       60.       60.      ],,1,-9.43038,-2.325e-05,0.389512,7,[15.1442],[0.]
192,Ba1Hg1,"CUB
",221,74.5463,7.52727,[ 4.208642  4.208642  4.208642 90.       90.       90.      ],-1.04534,2,-1.63464,-0.00069823,1.11396,14,[31.9062 42.6401],[ 1.0691 -1.0691]
193,Hf1Rh1,"CUB
",221,34.4555,13.5615,[ 3.254014  3.254014  3.254014 90.       90.       90.      ],,2,-7.80021,0.00014124,0.692712,13,[13.7452 20.7103],[ 1.4979 -1.4979]
194,Cu3Sb1,"FCC
",225,60.5541,8.56643,[ 4.407777  4.407777  4.407777 60.       60.       60.      ],,4,-2.58281,-0.0002278,1.39799,38,[13.7245 12.9146 12.9239 20.9911],[ 0.0019  0.0264  0.0252 -0.0536]
195,C1W2,"HEX
",164,38.6596,16.3097,[  3.081945   3.081945   4.699783  90.00196   89.99804  120.0002  ],,3,-10.0233,-0.00065759,0.506413,16,,
196,Al2Pt1,"FCC
",225,51.6764,8.00292,[ 4.180895  4.180895  4.180895 60.       60.       60.      ],,3,-4.6018,2.27633e-05,1.02406,16,[ 7.8175  7.7776 36.0814],[ 1.8018  1.8054 -3.6071]
197,Pt1Zr1,"CUB
",221,37.4283,12.7024,[ 3.345031  3.345031  3.345031 90.       90.       90.      ],,2,-6.95964,1.6435e-05,0.674749,14,[23.478  13.9504],[-1.5898  1.5898]
198,La1Mo6Se8,"RHL
",148,325.378,6.87036,[ 6.879769  6.879769  6.879769 88.69302  88.69302  88.69302 ],,15,-6.12391,-0.000711248,1.77036,87,,
199,In3Y1,"CUB
",221,99.6286,7.22304,[ 4.635836  4.635836  4.635836 90.       90.       90.      ],,4,-3.98158,-0.0004462,1.59789,12,[26.4146 27.7647 27.0197 18.4296],[-0.3622 -0.5178 -0.4337  1.3138]
200,Ba1Ni2P2,"BCT
",139,91.9382,5.7193,[  6.451894   6.451894   6.451894 144.0762   144.0762    51.71343 ],,5,-4.11114,7.646e-06,2.00451,32,[25.5903 12.5799 12.5821 20.5035 20.6825],[ 1.2751 -0.0304 -0.031  -0.6011 -0.6126]
201,Zr1,"FCC
",225,23.2179,6.52405,[ 3.202179  3.202179  3.202179 60.       60.       60.      ],0.039205,1,-8.5041,0.00022773,1.86339,4,[23.2179],[0.]
202,La3Sn1,"CUB
",221,133.149,6.6772,[ 5.106378  5.106378  5.106378 90.       90.       90.      ],,4,-4.96413,-0.0004263,1.62456,13,[30.8309 30.7396 30.5442 41.0041],[ 0.5097  0.5188  0.5378 -1.5664]
203,Nb1O1,"FCC
",225,22.7296,7.95625,[ 3.179575  3.179575  3.179575 60.       60.       60.      ],,2,-7.95581,0.000128325,1.49532,11,[12.706  10.0236],[ 1.5507 -1.5507]
204,Al2Cu1,"TET
",123,49.3181,3.95652,[ 4.136391  4.136391  2.882461 90.       90.       90.      ],,3,-3.22802,-8.05733e-05,3.08678,17,[14.0195 14.0211 21.2643],[ 0.8868  0.8893 -1.7761]
205,Pt1,"FCC
",225,15.3955,21.0422,[ 2.792348  2.792348  2.792348 60.       60.       60.      ],,1,-3.56467,0.00010119,0.357951,10,[15.3955],[0.]
206,N1Zr1,"HEX
",187,25.2272,6.92637,[  3.150766   3.150742   2.934331  90.        90.       119.9997  ],,2,-9.75027,0.000189885,1.74459,9,[12.1884 13.0388],[-1.6614  1.6614]
207,La1Pd2Si2,"BCT
",139,92.4851,7.32329,[  5.82459   5.82459   5.82459 136.4855  136.4855   63.23066],,5,-5.08723,9.0206e-05,1.54201,31,[21.033  19.1335 19.1272 16.3178 16.8735],[ 1.5535 -0.7456 -0.7447  0.0248 -0.0879]
208,Ce1Ru3Si2,"HEX
",191,101.027,8.21012,[  5.695759   5.689217   3.601372  90.        90.       120.038   ],,6,-6.18906,-1.23983e-05,1.3855,36,[20.2732 18.9    18.8605 18.6601 12.1591 12.1591],[ 1.6099 -0.8316 -0.825  -0.7894  0.4181  0.4181]
209,C8Cs1,"HEX
",191,130.84,2.90624,[  4.974732   4.974727   6.104976  90.        90.       120.0031  ],,9,-8.34526,-2.36178e-05,3.84925,33,[10.5309  9.1759  9.1746 10.5431  9.3534  9.3521 12.6084 11.0488 49.0528],[-0.3886  0.0098  0.0099 -0.3902  0.009   0.0092 -0.1839  0.2153  0.7095]
210,In1N1,"FCC
",225,25.6511,8.33968,[ 3.310348  3.310348  3.310348 60.       60.       60.      ],,2,-5.24527,0.00031977,1.36804,8,[13.3676 12.2835],[ 1.4331 -1.4331]
211,Ca1Hg1,"CUB
",221,55.0089,7.26505,[ 3.803157  3.803157  3.803157 90.       90.       90.      ],-1.11278,2,-1.70712,7.81e-06,1.06156,14,[16.148  38.8609],[ 1.2792 -1.2792]
212,B105,"RHL
",166,816.444,2.30854,[10.11717 10.11717 10.11717 65.27803 65.27803 65.27803],-700.032,105,-6.66697,6.33882e-05,5.43735,315,"[7.509  7.5948 7.4259 7.4443 7.53   7.5554 6.7573 6.7573 6.7573 6.6533
 6.6533 6.6533 7.8833 7.8833 7.8833 7.8832 7.8832 7.8832 7.9105 7.9105
 7.9105 7.9105 7.9105 7.9105 9.1378 9.3166 9.3803 9.2072 9.279  9.3485
 9.1276 9.28   9.0977 9.0582 9.3176 9.1295 7.9497 7.9497 7.9404 7.9382
 7.9474 7.9382 7.9382 7.9474 7.9382 7.9497 7.9497 7.9404 7.3716 7.3716
 7.3717 7.3716 7.3716 7.3717 7.8918 7.8794 7.8919 7.8918 7.887  7.8843
 7.8794 7.887  7.8843 7.8794 7.8794 7.8919 7.3693 7.3713 7.3713 7.091
 7.091  7.091  7.091  7.091  7.091  7.3693 7.3713 7.3693 7.8553 7.8553
 7.8553 7.8553 7.8553 7.8553 7.4218 7.4219 7.4219 7.4218 7.4219 7.4219
 7.5871 7.5871 7.5871 7.5871 7.5871 7.5871 7.5143 7.4869 7.4595 7.5143
 7.4869 7.4595 6.4374 6.4374 9.776 ]","[ 0.0023 -0.0255  0.0292  0.023  -0.0048 -0.0123  0.0675  0.0675  0.0675
  0.1058  0.1058  0.1058 -0.1501 -0.1501 -0.1501 -0.1501 -0.1501 -0.1501
  0.0637  0.0637  0.0637  0.0637  0.0637  0.0637  0.053   0.0355  0.0209
  0.0435  0.0368  0.0291  0.0634  0.0367  0.0639  0.0729  0.0355  0.0556
  0.0565  0.0565  0.0598  0.0606  0.0573  0.0606  0.0606  0.0573  0.0606
  0.0565  0.0565  0.0598 -0.1549 -0.1549 -0.1549 -0.1549 -0.1549 -0.1549
  0.1378  0.1411  0.1378  0.1378  0.139   0.14    0.1411  0.139   0.14
  0.1411  0.1411  0.1378  0.0822  0.082   0.082   0.1533  0.1533  0.1533
  0.1533  0.1533  0.1533  0.0822  0.082   0.0822  0.1162  0.1162  0.1162
  0.1162  0.1162  0.1162  0.1226  0.1225  0.1226  0.1226  0.1225  0.1226
 -0.2061 -0.2061 -0.2061 -0.2061 -0.2061 -0.2061 -0.1478 -0.1372 -0.1267
 -0.1478 -0.1372 -0.1267 -0.914  -0.914  -0.9643]"
213,La1Se1,"FCC
",225,57.9693,6.24079,[ 4.344145  4.344145  4.344145 60.       60.       60.      ],,2,-6.01567,-6.305e-06,1.82299,9,[25.1215 32.8478],[ 1.4471 -1.4471]
214,Ba24Si100,"CUB
",213,2840.87,3.56817,[14.16285 14.16285 14.16285 90.      90.      90.     ],-22.9149,124,-4.93116,-1.57678e-05,3.15132,448,"[23.2481 23.2481 23.2481 23.2481 23.2481 23.2481 23.2481 23.2481 31.2809
 31.2809 31.2809 31.2809 29.1551 29.1551 29.1551 29.1551 29.1551 29.1551
 29.1551 29.1551 29.1551 29.1551 29.1551 29.1551 25.8506 25.8506 25.8506
 25.8506 25.8506 25.8506 25.8506 25.8506 19.5359 19.5359 19.6872 19.6872
 19.6872 19.6872 19.5359 19.6872 19.5359 19.6872 19.5359 19.6872 19.5359
 19.6872 19.5359 19.6872 19.5359 19.5359 19.6872 19.5359 19.5359 19.6872
 19.6872 19.5359 20.3991 20.3991 20.3991 20.3991 20.3991 20.3991 20.3991
 20.3991 20.3991 20.3991 20.3991 20.3991 20.113  20.113  20.113  20.113
 20.113  20.113  20.113  20.113  20.113  20.113  20.113  20.113  20.113
 20.113  20.113  20.113  20.113  20.113  20.113  20.113  20.113  20.113
 20.113  20.113  25.3262 25.3311 25.3295 25.3262 25.3246 25.3262 25.3262
 25.3311 25.3311 25.3311 25.3295 25.3246 25.3295 25.3246 25.3295 25.3262
 25.3262 25.3311 25.3246 25.3246 25.3246 25.3295 25.3311 25.3295 20.6983
 20.986  20.986  20.6983 20.6983 20.986  20.6983 20.986 ]","[ 1.1827  1.1827  1.1827  1.1827  1.1827  1.1827  1.1827  1.1827  1.2321
  1.2321  1.2321  1.2321  1.2581  1.2581  1.2581  1.2581  1.2581  1.2581
  1.2581  1.2581  1.2581  1.2581  1.2581  1.2581 -0.3521 -0.3521 -0.3521
 -0.3521 -0.3521 -0.3521 -0.3521 -0.3521 -0.2374 -0.2374 -0.2712 -0.2712
 -0.2712 -0.2712 -0.2374 -0.2712 -0.2374 -0.2712 -0.2374 -0.2712 -0.2374
 -0.2712 -0.2374 -0.2712 -0.2374 -0.2374 -0.2712 -0.2374 -0.2374 -0.2712
 -0.2712 -0.2374 -0.2211 -0.2211 -0.2211 -0.2211 -0.2211 -0.2211 -0.2211
 -0.2211 -0.2211 -0.2211 -0.2211 -0.2211 -0.316  -0.316  -0.316  -0.316
 -0.316  -0.316  -0.316  -0.316  -0.316  -0.316  -0.316  -0.316  -0.316
 -0.316  -0.316  -0.316  -0.316  -0.316  -0.316  -0.316  -0.316  -0.316
 -0.316  -0.316  -0.3669 -0.3671 -0.367  -0.3669 -0.3668 -0.3669 -0.3669
 -0.3671 -0.3671 -0.3671 -0.367  -0.3668 -0.367  -0.3668 -0.367  -0.3669
 -0.3669 -0.3671 -0.3668 -0.3668 -0.3668 -0.367  -0.3671 -0.367  -0.1593
 -0.2217 -0.2217 -0.1593 -0.1593 -0.2217 -0.1593 -0.2217]"
215,Bi3Sr1,"CUB
",221,129.347,9.17342,[ 5.057306  5.057306  5.057306 90.       90.       90.      ],-1.808,4,-3.90097,7.014e-05,0.781338,17,[36.3883 36.1766 35.9953 20.7871],[-0.4375 -0.4182 -0.4023  1.258 ]
216,Hf1N1,"FCC
",225,23.3546,13.6867,[ 3.208456  3.208456  3.208456 60.       60.       60.      ],,2,-10.8938,0.00021697,0.63018,9,[11.6503 11.7044],[ 1.8511 -1.8511]
217,Ba1,"HEX
",191,62.4209,3.6533,[  4.270879   4.270879   3.950287  90.        90.       119.9689  ],0.17753,1,-1.74646,-0.0011962,2.99237,2,,
218,Pr1Ru4Sb12,"BCC
",204,412.627,8.07352,[  8.123189   8.123189   8.123189 109.4712   109.4712   109.4712  ],,17,-4.89931,-0.000526476,1.4091,97,"[23.7223 20.1286 20.1369 20.1286 20.1286 25.698  25.705  25.705  25.6806
 25.698  25.705  25.705  25.6806 25.7084 25.689  25.6806 25.7105]","[ 1.3709 -0.6222 -0.6262 -0.6222 -0.6222  0.0914  0.095   0.095   0.0925
  0.0914  0.095   0.095   0.0925  0.0948  0.092   0.0925  0.0946]"
219,O1Ti1,"FCC
",225,20.6585,5.13626,[ 3.07991  3.07991  3.07991 60.      60.      60.     ],,2,-7.06956,-1.585e-06,2.38883,10,[11.2667  9.3918],[-1.6154  1.6154]
220,V1,"FCC
",225,14.3774,5.88357,[ 2.729386  2.729386  2.729386 60.       60.       60.      ],,1,-6.12358,-5.986e-05,2.16049,5,[14.3774],[-0.]
221,Ba1Ir2P2,"BCT
",139,100.216,9.672,[  6.973422   6.973422   6.973422 146.9975   146.9975    47.36755 ],,5,-5.85056,-8.7384e-05,0.879521,30,[25.9927 19.0455 19.0193 18.2266 17.9316],[ 1.2537 -0.4997 -0.4946 -0.1392 -0.1202]
222,Ga1Nb4Se8,"FCC
",216,294.093,6.05872,[ 7.46449  7.46449  7.46449 60.      60.      60.     ],,13,-5.75756,0.000171348,2.06283,71,"[16.2691 14.9963 15.0601 15.0064 14.9863 27.3015 27.1006 27.5145 27.0929
 27.1458 27.3321 27.1486 27.1296]","[ 0.9323  1.3922  1.3816  1.3905  1.394  -0.8077 -0.7895 -0.8177 -0.7978
 -0.8138 -0.8377 -0.814  -0.8124]"
223,K1Ni2S2,"BCT
",139,97.5174,3.75638,[  7.308652   7.308652   7.308652 149.9711   149.9711    42.98376 ],,5,-3.39101,-0.00160699,3.14141,33,,
224,Nb1Ru3,"CUB
",221,60.0337,10.9566,[ 3.915602  3.915602  3.915602 90.       90.       90.      ],,4,-6.59622,-3.065e-05,1.08033,29,[13.1247 15.6055 15.6081 15.6956],[ 1.181  -0.3865 -0.3856 -0.4089]
225,O3Sr1Ti1,"CUB
",221,62.7084,4.85962,[ 3.97291  3.97291  3.97291 90.      90.      90.     ],,5,-7.47382,0.00018779,2.51487,24,[12.4777 12.4777 12.4769 16.5633  8.7129],[-1.2397 -1.2397 -1.2397  1.5732  2.1458]
226,Ca1Pb3,"CUB
",221,121.614,9.03469,[ 4.954441  4.954441  4.954441 90.       90.       90.      ],-1.32629,4,-3.61075,8.171e-05,0.788222,14,[16.6487 34.3431 35.9483 34.6739],[ 1.2544 -0.3673 -0.4969 -0.3903]
227,S2Ta1,"RHL
",160,64.2769,6.33112,[ 6.851089  6.851089  6.851089 28.3974   28.3974   28.3974  ],,3,-7.17948,0.000213473,1.41536,17,[25.1421 25.1659 13.9689],[-0.8798 -0.8542  1.734 ]
228,C2Pt1U2,"BCT
",139,84.1846,13.7123,[  6.791933   6.791933   6.791933 148.7246   148.7246    44.81685 ],,5,-8.06117,-0.000247992,-0.000170491,30,[12.2794 12.2859 21.4485 19.0607 19.1101],[-1.4972 -1.4981 -0.5813  1.7907  1.786 ]
229,Lu1S1,"FCC
",225,38.7696,8.86717,[ 3.798995  3.798995  3.798995 60.       60.       60.      ],,2,-6.25003,4.1625e-05,0.994937,23,[15.0244 23.7452],[ 1.5527 -1.5527]
230,Si1V3,"BCC
",229,61.5035,4.88441,[  4.306991   4.306991   4.306991 109.4712   109.4712   109.4712  ],,4,-5.49198,-4.7505e-05,2.56558,19,[20.2561 13.7491 13.7488 13.7495],[-1.1297  0.3766  0.3767  0.3764]
231,Bi1In2,"HEX
",191,87.4097,8.33256,[  5.5115     5.5114     3.322767  90.        90.       120.0006  ],,3,-3.01672,-0.000252973,1.03102,11,[33.1411 27.3977 26.8709],[-0.1838  0.0673  0.1165]
232,La1Zn1,"CUB
",221,53.7589,6.31011,[ 3.774128  3.774128  3.774128 90.       90.       90.      ],,2,-2.87111,-0.00031339,1.76664,15,[27.7648 25.9941],[ 0.8841 -0.8841]
233,Bi4Te3,"RHL
",166,249.233,8.11986,[14.44953 14.44947 14.44947 17.91518 17.91507 17.91507],-1.21662,7,-3.82719,0.000124033,0.95763,38,[29.2686 29.2687 36.7159 36.7007 38.2452 39.5144 39.5136],[ 0.6571  0.6572  0.0732  0.0751 -0.5865 -0.4381 -0.438 ]
234,Ir1Sn2,"FCC
",225,67.8226,10.5182,[ 4.577514  4.577514  4.577514 60.       60.       60.      ],,3,-4.69463,-0.000138483,0.884488,17,[25.9263 20.8806 20.9809],[-1.4153  0.7113  0.7039]
235,Ge1P1,"BCT
",107,36.4622,4.71644,[  3.813439   3.813439   3.813439 124.1345   124.1345    82.97653 ],0.036594,2,-4.89579,-8.328e-05,2.63726,9,[16.1748 20.2875],[ 0.5721 -0.5721]
236,B12Lu1,"FCC
",225,104.213,4.85493,[ 5.282162  5.282162  5.282162 60.       60.       60.      ],,13,-6.78145,-7.69677e-05,2.02195,53,"[ 7.4669  7.6684  7.4386  7.6775  7.7628  7.8312  7.6185  7.6348  7.6061
  7.5477  7.7488  7.7341 12.4772]","[-0.0932 -0.1467 -0.0861 -0.1599 -0.1775 -0.2033 -0.135  -0.1503 -0.1403
 -0.1164 -0.1799 -0.1675  1.756 ]"
237,As1Ge1,"BCT
",107,41.8967,5.84649,[  4.000498   4.000498   4.000498 124.369    124.369     82.58587 ],0.10583,2,-4.52527,-0.000164815,2.16163,9,[23.321  18.5757],[-0.3857  0.3857]
238,B12Zr1,"FCC
",225,101.568,3.61216,[ 5.237097  5.237097  5.237097 60.       60.       60.      ],-83.0773,13,-7.04774,-0.000151445,3.42897,40,"[ 7.4531  7.2884  7.5331  7.4933  7.5331  7.2161  7.7306  7.2884  7.3978
  7.5894  7.3524  7.4237 12.2685]","[-0.1634 -0.1113 -0.1798 -0.1783 -0.1798 -0.0852 -0.2565 -0.1113 -0.1341
 -0.2091 -0.1309 -0.1569  1.8965]"
239,Te1Y1,"FCC
",225,59.1491,6.07814,[ 4.37342  4.37342  4.37342 60.      60.      60.     ],-2.62004,2,-6.1122,0.00014792,1.94059,9,[39.9297 19.2194],[-1.441  1.441]
240,Se1Y1,"FCC
",225,48.282,5.77334,[ 4.08727  4.08727  4.08727 60.      60.      60.     ],-3.53256,2,-6.7392,0.00018578,2.16327,9,[30.9352 17.3468],[-1.5497  1.5497]
241,Cs1I1,"FCC
",225,121.053,3.56393,[ 5.552608  5.552608  5.552608 60.       60.       60.      ],,2,-2.75761,0.00322542,3.08102,8,[47.1945 73.8587],[ 0.8166 -0.8166]
242,Bi2Te3,"RHL
",166,178.309,7.45726,[10.7623  10.7623  10.7623  23.79846 23.79846 23.79846],-1.20317,5,-3.74041,3.1484e-05,1.13068,28,[28.7006 28.7002 38.2983 41.3291 41.274 ],[ 0.701   0.701  -0.6164 -0.3937 -0.3918]
243,Ba2Bi3,"ORCI
",71,199.705,7.49679,[  6.946603   6.946603   6.946603 138.945    109.9411    84.54102 ],-3.86619,5,-3.96529,-0.00012269,1.02119,19,[31.9725 31.9741 44.0389 46.1072 45.612 ],[ 1.1874  1.1873 -0.5495 -0.9373 -0.8879]
244,Lu1Ru2Si2,"BCT
",139,81.0932,8.87221,[  5.52915   5.52915   5.52915 135.7784  135.7784   64.32307],,5,-6.31412,-5.0318e-05,1.14479,41,[14.7841 19.3779 19.3809 14.0727 13.4776],[ 1.6913 -1.1326 -1.1334  0.2334  0.3413]
245,Nb5Sb4,"BCT
",87,195.253,8.09234,[  7.590067   7.590067   7.590067  93.20631   93.20631  152.6401  ],,9,-6.82486,-0.000148504,1.44088,45,[17.7834 17.4299 17.4311 17.4817 17.4817 26.875  26.8619 26.9467 26.9621],[ 0.3625  0.6347  0.6345  0.6239  0.6239 -0.7178 -0.7174 -0.7218 -0.7224]
246,La1Mo6S8,"RHL
",148,288.204,5.59474,[ 6.60668  6.60668  6.60668 88.87007 88.87007 88.87007],,15,-6.65634,-3.34067e-05,2.07737,87,"[22.0102 14.0968 14.0959 14.1035 14.0968 14.0968 14.1027 22.1699 22.1699
 22.8715 22.8715 22.8773 22.8807 22.8807 22.8748]","[ 1.9308  0.9105  0.9108  0.9087  0.9106  0.9106  0.9087 -0.8658 -0.8658
 -0.9431 -0.9431 -0.9432 -0.9433 -0.9433 -0.9431]"
247,In3Lu1,"CUB
",221,92.843,9.2902,[ 4.528103  4.528103  4.528103 90.       90.       90.      ],,4,-3.40709,-0.000299557,1.09705,26,[26.1423 25.0812 24.0771 17.5424],[-0.5489 -0.4144 -0.2851  1.2484]
248,Eu1,"FCC
",225,48.016,5.25524,[ 4.079752  4.079752  4.079752 60.       60.       60.      ],,1,-9.84078,-0.0020476,1.82362,9,,
249,Rh1Te2,"HEX
",164,74.2324,8.01064,[  3.961947   3.962085   5.46041   90.0034    90.       119.9989  ],,3,-3.87982,4.565e-05,1.44309,21,[18.4661 27.8663 27.8998],[-0.2742  0.1382  0.136 ]
250,P1Sn1,"BCT
",107,47.3869,5.24455,[  4.149256   4.149256   4.149256 123.6859   123.6859    83.72627 ],,2,-4.49793,4.3975e-05,2.20181,9,[25.3459 22.0409],[-0.8116  0.8116]
251,Rh5Y1,"HEX
",191,101.092,9.91205,[  5.194635   5.194526   4.326001  90.        90.       120.0007  ],,6,-4.62689,0.000230077,1.18236,48,[16.7013 16.5559 17.408  17.2963 17.8461 15.2841],[-0.4011 -0.374  -0.3081 -0.2943 -0.414   1.7915]
252,La1N1,"FCC
",225,38.3135,6.62734,[ 3.78404  3.78404  3.78404 60.      60.      60.     ],,2,-7.72507,9.855e-05,1.62481,8,[21.3132 17.0003],[ 1.6857 -1.6857]
253,B1Hf1,"FCC
",225,28.3074,11.1045,[ 3.420883  3.420883  3.420883 60.       60.       60.      ],-7.52204,2,-8.73737,-0.000192525,0.775756,7,[14.7972 13.5102],[-1.5416  1.5416]
254,In1Pd1,"CUB
",221,35.272,10.4146,[ 3.279519  3.279519  3.279519 90.       90.       90.      ],,2,-3.19565,-0.000192405,1.10432,13,[16.8761 18.396 ],[ 0.5757 -0.5757]
255,W1,"FCC
",225,16.7439,18.2329,[ 2.871602  2.871602  2.871602 60.       60.       60.      ],,1,-10.0499,-0.00014581,0.448779,6,[16.7439],[-0.]
256,Al1N1,"FCC
",225,16.8341,4.04314,[ 2.876746  2.876746  2.876746 60.       60.       60.      ],,2,-7.27295,6.4265e-05,2.93975,8,,
257,Re24Ti5,"BCC
",217,457.61,17.0851,[  8.408256   8.408256   8.408256 109.4712   109.4712   109.4712  ],,29,-8.93177,-0.000245611,0.474253,188,"[16.7743 16.7743 16.7904 16.7966 16.7743 16.7743 16.7966 16.7904 16.7966
 16.7904 16.7743 16.7743 16.6938 17.2408 17.6412 17.5635 17.1094 17.2408
 17.5635 17.2256 17.5635 16.8333 17.6564 17.1094 10.3427  9.6089  9.6089
  9.5928  9.6089]","[-0.238  -0.238  -0.2414 -0.2445 -0.238  -0.238  -0.2445 -0.2414 -0.2445
 -0.2414 -0.238  -0.238  -0.233  -0.4135 -0.5348 -0.5011 -0.3625 -0.4135
 -0.5011 -0.4055 -0.5011 -0.2832 -0.543  -0.3625  1.5814  1.5893  1.5893
  1.5913  1.5893]"
258,Pd1Te2,"HEX
",164,75.146,7.99046,[  4.09188    4.091968   5.182235  90.00706   90.       119.9993  ],,3,-3.3171,-0.000211037,1.44651,22,[19.0693 28.0164 28.0605],[-0.2504  0.1273  0.1231]
259,Sb1,"BCT
",139,27.1652,7.44228,[  3.280072   3.280072   3.280072 109.2723   109.2723   109.8698  ],0.00491,1,-3.88441,-0.00013617,1.53129,5,[27.1652],[0.]
260,B2Nb1,"HEX
",191,28.1203,6.76292,[  3.11306    3.113076   3.350518  90.        90.       119.9998  ],,3,-7.98629,0.00021636,1.78314,11,[ 8.0793  8.2526 11.7884],[-0.6519 -0.7227  1.3746]
